GPStime,peakFreq,snr,centralFreq,duration,bandwidth,id,ifo,label
1131314056.375,32.861999999999995,16.176,623.851,4.5,1232.4785160000001,fN1THLiThg,H1,Scattered_Light
1132034190.125,33.489000000000004,16.115,50.48,3.0,58.32632099999999,bz2CXKUWSK,H1,Scattered_Light
1132674835.625,30.468000000000004,15.955,3762.222,2.563,7499.561523,5fUGg3yyjh,L1,Scattered_Light
1134321733.375,32.861999999999995,15.927,3023.613,6.25,6028.360352000001,FdpX9A71Zj,H1,Scattered_Light
1130229463.938,61.917,15.171,2357.151,1.0,4629.638672,yfZYIUSETN,H1,Power_Line
1129283224.953,60.799,15.052,68.829,0.813,41.13155,bdjBbWwqDG,H1,Power_Line
1130078221.172,59.708,14.963,1513.876,0.875,2943.089111,MrO8gpPzdk,H1,Power_Line
1130828363.797,59.708,14.409,1625.0,0.875,3165.335693,O4saCtdcLT,H1,Power_Line
1128907799.109,60.799,14.227,62.156000000000006,0.625,27.785729999999997,LH2dfzVLcQ,H1,Power_Line
1127214109.641,60.799,14.169,1122.632,0.813,2166.666016,8Zk4ooQ8cN,H1,Power_Line
1131765350.234,59.708,13.923,61.445,0.875,38.22551,puEpqOmcJ7,H1,Power_Line
1130667517.922,59.708,13.892000000000001,1173.892,0.875,2263.1201170000004,DJGEr6UYSR,H1,Power_Line
1127548148.703,60.799,13.868,1530.1,0.816,2963.673584,ZCBtU9tU11,H1,Power_Line
1129509218.484,60.799,13.812000000000001,1281.913,0.7190000000000001,2467.300049,LqXxniyy8k,H1,Power_Line
1129270244.391,60.799,13.712,68.829,0.625,41.13155,UpXg05rBXH,H1,Power_Line
1130044100.109,59.708,13.705,2357.151,0.9840000000000001,4629.638672,5PjkNiUzIl,H1,Power_Line
1131404579.578,59.708,13.552,2664.282,0.75,5243.900390999999,UBYf2Phn5h,H1,Power_Line
1130531757.641,59.708,13.537,675.763,1.0,1266.861816,26OqTtTc81,H1,Power_Line
1126582761.766,60.799,13.432,62.156000000000006,0.75,27.785729999999997,UXX4gkJuN0,H1,Power_Line
1129700227.141,60.799,13.362,60.527,0.563,24.528191,R5A1we0jsA,H1,Power_Line
1126596431.484,60.799,13.359000000000002,543.592,0.633,990.658325,wpJrAUFHk4,H1,Power_Line
1127425614.818,1761.065,13.352,2009.371,0.447,3808.315186,BFVL4niV7t,L1,Whistle
1131471539.375,32.552,13.284,3951.615,1.9709999999999999,7848.098633,mEwbJgDC9T,L1,Scattered_Light
1128472481.5310001,33.399,13.274000000000001,1398.354,1.125,2732.707764,YcGHy1vOMW,H1,Scattered_Light
1127167891.266,60.799,13.194,62.156000000000006,0.625,27.785729999999997,QxN8tDOTrS,H1,Power_Line
1128631948.516,60.799,13.144,68.829,0.813,41.13155,flsZ7kOFbb,H1,Power_Line
1132724875.688,64.915,13.029000000000002,70.262,1.25,20.590349,DtCK3GTYEY,L1,Power_Line
1134491498.375,33.806999999999995,13.017999999999999,2820.2690000000002,1.5,5604.63623,26CFfZBda0,H1,Scattered_Light
1129802206.403,2025.31,12.995,1844.602,0.08,3600.660889,qsqFavpg2H,H1,Violin_Mode
1134499469.625,32.861999999999995,12.981,1605.4660000000001,1.75,3174.6791989999997,jBjhffhRif,H1,Scattered_Light
1131271611.875,33.174,12.954,2480.896,1.75,4918.910156,5c51f4npHq,H1,Scattered_Light
1132512666.9060001,47.93899999999999,12.870999999999999,1713.237,1.625,3373.8642579999996,9yVPmrAGxv,H1,Scattered_Light
1128998425.328,60.799,12.776,62.156000000000006,0.594,27.785729999999997,JxrY6xzIoq,H1,Power_Line
1126546886.547,59.089,12.738,60.527,0.563,24.528191,SmkwxO28di,H1,Power_Line
1129181807.484,60.799,12.710999999999999,68.829,0.625,41.13155,yyagRq53dH,H1,Power_Line
1133682846.125,33.489000000000004,12.707,1112.353,2.5,2188.804932,JGY8151p0L,H1,Scattered_Light
1127941586.516,60.799,12.662,91.545,0.688,86.563591,GJ2awsiWE4,H1,Power_Line
1128736616.547,60.799,12.599,60.527,0.688,24.528191,9nTvyKQd1j,H1,Power_Line
1130048832.609,59.708,12.549000000000001,2782.829,0.875,5480.994140999999,7uLuu7aWbC,H1,Power_Line
1127433216.266,59.089,12.533,60.527,0.563,24.528191,agN4n4B9Pi,H1,Power_Line
1133689316.625,32.552,12.36,3000.758,4.0,5991.602051,PpLttsMr4v,H1,Scattered_Light
1133269747.813,33.571999999999996,12.315,3252.953,1.375,6461.416504,XqLVHkaDbz,H1,Scattered_Light
1126640799.828,59.089,12.312000000000001,60.527,0.625,24.528191,o62DdgyIog,H1,Power_Line
1134498831.813,34.175,12.302,3984.217,1.625,7932.532227,KiMJRSdsPh,H1,Scattered_Light
1129712003.842,171.213,12.049000000000001,1572.168,24.529,2998.75293,P5LFJ0lEfg,L1,Scratchy
1130682894.547,59.708,12.011,60.351000000000006,0.75,15.78638,GHQimcAqeI,H1,Power_Line
1133194728.375,32.246,11.933,34.949,1.5,14.76575,rtBT7xCnMl,L1,Scattered_Light
1134471639.438,32.397,11.725,2049.1479999999997,1.75,4062.394043,YUWExWofVm,H1,Scattered_Light
1129752454.953,102.633,11.664000000000001,1977.83,6.563,3871.3964840000003,zg313nhdoI,L1,Scratchy
1129197138.547,60.799,11.599,321.246,0.787,545.9667969999999,vs2K0g1K2S,H1,Power_Line
1126730817.453,60.799,11.522,61.608999999999995,0.531,13.28099,8HzFnzmgrG,H1,Power_Line
1134352725.313,64.915,11.515999999999998,3522.244,3.0,7017.336914,TZH3GHu1tn,L1,Power_Line
1131484566.375,32.552,11.352,3810.018,2.938,7601.90332,tP9k0l3Pqh,L1,Scattered_Light
1130258194.938,64.915,11.206,2400.637,1.3130000000000002,4680.952636999999,yWI9i8aOWL,L1,Power_Line
1135651655.688,31.263,10.825,1926.736,1.5,3798.3393549999996,fk7PKZPPoC,L1,Scattered_Light
1134176827.688,21.894000000000002,10.613,1122.396,1.5,2208.890625,zXbj1vw8Gz,H1,Scattered_Light
1128781932.654,190.77900000000002,10.388,243.217,0.262,266.863831,k9yFax9Ok2,H1,Scratchy
1134163739.875,33.174,10.24,2375.601,2.5,4731.024414,U2JMkwJOXd,H1,Scattered_Light
1133333289.938,64.915,10.134,43.588,1.25,73.938011,DkPph5xPhO,L1,Power_Line
1136376161.576,144.991,10.058,3985.434,1.906,7780.461914,bKdM75Neev,L1,Scratchy
1129050559.308,236.873,9.522,210.12,0.313,200.669373,gWbJFoeWju,H1,Scratchy
1129217571.5939999,64.579,9.493,1243.309,0.625,2367.542969,AeobAJO8HT,L1,Power_Line
1128781890.299,190.77900000000002,9.4,208.239,0.258,196.908356,F3Km9jYdnj,H1,Scratchy
1129068183.997,212.58,9.389,243.217,0.244,266.863831,MVjmFSIVtG,H1,Scratchy
1136697925.984,160.89700000000002,9.357000000000001,3921.889,2.109,7651.717773,mRouq8OcT1,L1,Scratchy
1131724151.188,64.915,9.333,3029.676,1.0,5933.76709,Te5R19MgZv,L1,Power_Line
1134488430.563,21.894000000000002,9.31,1172.883,2.25,2312.91333,lH1cie1uD0,H1,Scattered_Light
1127240261.639,224.304,9.241,223.40099999999998,0.7340000000000001,166.584686,sKPcT2gDY8,H1,Scratchy
1127425687.5310001,48.343999999999994,9.222000000000001,1891.203,2.135,3718.40625,1hxduJakgn,L1,Scattered_Light
1130159576.172,145.003,9.107000000000001,3425.262,6.3870000000000005,6689.40918,1msEoOPovk,L1,Scratchy
1134505235.938,21.506999999999998,9.029,2379.532,1.25,4723.162109000001,yplUYOTUah,H1,Scattered_Light
1127425862.7589998,149.414,8.992,1530.899,1.207,2883.009033,Pl7NW7DiNz,L1,Scratchy
1128700677.715,169.15,8.974,190.18200000000002,0.19699999999999998,119.097008,gS7Quwm36G,H1,Scratchy
1130086171.635,163.105,8.929,3005.6890000000003,1.901,5981.740234000001,OdhW6QEEM5,H1,Scratchy
1129068177.547,175.356,8.915,215.351,0.21899999999999997,182.684357,qlonUOC80b,H1,Scratchy
1129835124.818,171.213,8.865,574.244,1.1909999999999998,969.6987300000001,40vSqYQ7fc,L1,Scratchy
1130332848.563,64.915,8.823,66.32600000000001,0.5,12.71818,BU6krGODeL,L1,Power_Line
1129758974.447,123.75399999999999,8.719,1980.896,1.953,3865.265381,1r2EZw7KbF,L1,Scratchy
1130144433.5310001,102.199,8.707,3941.054,2.951,7720.993164,EMqHr4q31h,L1,Scratchy
1128781860.579,212.58,8.674,243.217,0.207,266.863831,tgeue2EA9u,H1,Scratchy
1129710237.577,121.663,8.623,1993.16,1.7409999999999999,3840.7373049999997,ZjJsOTL8dQ,L1,Scratchy
1127564750.81,212.58,8.485,1040.135,1.3090000000000002,1860.7009280000002,CiUOLEeFAx,L1,Scratchy
1131306693.813,64.915,8.449,3717.038,1.5,7308.492187999999,Jvdut2HCam,L1,Power_Line
1129712738.947,111.06200000000001,8.42,137.238,0.883,132.22079499999998,lQ31BG0mF2,L1,Scratchy
1129330721.912,99.67200000000001,8.365,1762.122,1.445,3405.701172,WNaNgaYC1y,L1,Scratchy
1136381675.019,170.65400000000002,8.243,193.88,1.063,195.699966,6aRGKSkhRI,L1,Scratchy
1129835129.201,171.213,8.228,1976.866,0.813,3873.3251950000003,6xybBvIf9u,L1,Scratchy
1127505996.4060001,65.52,8.214,65.03,0.5,10.9851,yQMIQSQIvc,L1,Power_Line
1129644101.447,99.67200000000001,8.107999999999999,138.07,1.047,130.55685400000002,CY1JfnmzmS,L1,Scratchy
1129835132.419,149.414,8.05,167.235,1.391,164.991608,cxUkpanRRm,L1,Scratchy
1129331606.452,121.663,8.039,1008.586,3.043,1880.673096,OMV2YGXZF5,L1,Scratchy
1127423111.4060001,64.579,8.014,66.097,0.313,8.8498,gONoMK43zP,L1,Power_Line
1127817744.3439999,64.579,7.915,348.401,0.813,577.728149,czTaYNXvb8,L1,Power_Line
1129835744.299,171.213,7.912000000000001,190.18200000000002,0.09,119.097008,C89jSpPWpq,L1,Scratchy
1130773815.421,183.481,7.901,1307.55,0.36700000000000005,2367.684326,aj7MQZrvPP,L1,Scratchy
1129712648.658,123.75399999999999,7.895,146.371,0.7190000000000001,113.953499,mKsiteFt9B,L1,Scratchy
1129835744.846,153.654,7.867000000000001,2022.0810000000001,0.289,3782.8945310000004,t2nKmTflU1,L1,Scratchy
1127564191.51,190.77900000000002,7.834,206.72099999999998,0.084,143.788803,XfADUEyMbn,L1,Scratchy
1127445159.456,183.495,7.812,1770.325,0.685,3330.222656,TN9Y1ISPHd,L1,Scratchy
1127453490.928,153.654,7.771,169.563,0.848,160.33633400000002,eUVXr9yUNk,L1,Scratchy
1127563549.9980001,190.77900000000002,7.77,2011.6570000000002,0.494,3803.743408,ZzK9qapmuh,L1,Scratchy
1129835128.928,153.654,7.718,1275.934,0.977,2373.0786129999997,4ySDxaQSoT,L1,Scratchy
1129751662.562,121.663,7.711,125.32700000000001,1.043,156.042755,Gnc2B8eWkx,L1,Scratchy
1129712836.7610002,149.414,7.709,169.563,1.109,160.33633400000002,NCadYke3XB,L1,Scratchy
1128404125.238,213.30700000000002,7.704,144.642,0.094,155.97995,c0QQ4lWLKD,L1,Helix
1127790631.391,141.127,7.697,169.563,1.129,160.33633400000002,WgpfSqczc5,L1,Scratchy
1129060062.55,236.873,7.689,243.713,0.07,125.961853,TwrTxrHJVO,H1,Scratchy
1129647859.283,123.75399999999999,7.652,146.371,0.961,113.953499,AqTaCCbk56,L1,Scratchy
1130143494.218,183.481,7.644,206.62599999999998,0.35200000000000004,170.207886,J4PP38e9ru,L1,Scratchy
1131447186.438,64.915,7.643,2987.684,0.625,5849.005371,Mv8tWML2rr,L1,Power_Line
1129628777.628,121.663,7.603,138.07,1.8130000000000002,130.55685400000002,DLLGjkvTmx,L1,Scratchy
1129712524.2489998,121.663,7.593,146.371,0.41200000000000003,113.953499,TyOUOhjqos,L1,Scratchy
1134477839.125,31.344,27.596,64.544,2.938,90.403198,r7zS1VrJLo,H1,Scattered_Light
1133690831.125,32.552,25.961,3310.3909999999996,2.5,6579.580078,LqFZAqkTG4,H1,Scattered_Light
1134827692.188,32.979,24.246,3390.7529999999997,7.787000000000001,6758.427245999999,OlexPEBpSE,H1,Scattered_Light
1136999291.375,28.516,22.386999999999997,1638.1779999999999,4.813,3261.449463,6mlcrbgEKM,H1,Scattered_Light
1134010250.313,32.979,21.592,2706.7490000000003,7.313,5377.596191,Ujw45gr0QZ,H1,Scattered_Light
1133692199.688,30.711,21.421,260.432,2.25,512.864685,e8jOknAXbn,H1,Scattered_Light
1133302704.688,31.263,20.048,31.881999999999998,2.5,46.266571,qn6ICkl4mU,H1,Scattered_Light
1133664572.563,30.169,19.096,1540.747,1.875,3037.61084,3km27o2A0G,H1,Scattered_Light
1133754910.625,29.061,18.283,1667.6529999999998,5.75,3327.305908,09Dob5ZyVa,H1,Scattered_Light
1131465221.125,29.337,18.212,1917.25,4.438,3817.311279,2lAIHdnT2x,L1,Scattered_Light
1132674270.125,27.2,18.104,1228.181,2.875,2420.459961,EaP2vtDakD,L1,Scattered_Light
1133137459.3439999,32.623000000000005,17.375999999999998,3813.7909999999997,4.625,7594.357422,b7iabItcYA,L1,Scattered_Light
1133692179.875,27.982,16.957,1496.664,2.125,2954.644287,xiHXUzuUQH,H1,Scattered_Light
1133293198.563,33.571999999999996,16.548,3685.4590000000003,1.75,7318.308105,PStcXozxgQ,H1,Scattered_Light
1133280730.438,31.263,16.302,3412.29,1.25,6780.090331999999,Ll9rJWVqMb,H1,Scattered_Light
1130730258.641,59.708,16.198,61.445,1.125,38.22551,0TxbihMRw8,H1,Power_Line
1133272652.938,31.825,15.495,1857.082,1.5,3669.6735840000006,8hK9PBv7UY,H1,Scattered_Light
1133291354.313,32.397,15.342,2081.403,2.148,4118.316895,2V6OC7CgyC,H1,Scattered_Light
1132035646.125,26.944000000000003,15.333,3982.542,7.0,7935.880370999999,FtvQTHh1WJ,L1,Scattered_Light
1130908148.172,59.708,15.120999999999999,3595.0959999999995,1.125,7105.52832,XvIt60qFZK,H1,Power_Line
1129802224.36,2025.31,14.774000000000001,1602.349,0.047,3116.153564,sWfvGE8uvb,H1,Violin_Mode
1133747472.563,29.636,14.585999999999999,3009.744,1.9380000000000002,5973.629395,9wtbhmckH7,H1,Scattered_Light
1134498998.938,33.571999999999996,14.542,3005.522,2.5,5982.073242,bTOGDHXN2y,H1,Scattered_Light
1130575377.828,59.708,14.418,61.445,1.0,38.22551,p8Qb3MONBq,H1,Power_Line
1131166492.672,59.708,14.347999999999999,61.445,0.813,38.22551,9o3fWesMbh,H1,Power_Line
1131602141.984,59.708,14.045,61.445,0.75,38.22551,RUrbYA1h0a,H1,Power_Line
1131622542.922,59.708,14.017000000000001,61.445,0.875,38.22551,lyxbKlOO27,H1,Power_Line
1127122953.484,60.799,14.0,1737.3670000000002,0.75,3396.1367189999996,1H5URSSSjX,H1,Power_Line
1131775919.734,59.708,13.987,832.3510000000001,0.875,1580.03833,wWBXHgC2lu,H1,Power_Line
1135351685.125,25.944000000000003,13.962,1101.978,2.063,2171.1020510000003,6ngEZSd8rZ,H1,Scattered_Light
1131399289.297,59.708,13.932,2718.9390000000003,0.9690000000000001,5353.215332,d7ZZbrfLz8,H1,Power_Line
1130202202.953,59.708,13.927999999999999,3019.445,1.012,5954.227051,whxbFlxAPz,H1,Power_Line
1130211661.2810001,60.428999999999995,13.866,61.445,1.125,38.22551,jEXS0UZ68g,H1,Power_Line
1130780723.984,59.708,13.827,71.08,0.75,57.495892000000005,M4AcclMkNH,H1,Power_Line
1126936599.172,59.089,13.754000000000001,919.535,0.813,1742.543335,dAuCNvKjgF,H1,Power_Line
1132649528.387,833.763,13.665,4141.648,0.6729999999999999,7172.97168,e0xW3P97zS,L1,Whistle
1133273972.938,32.979,13.665,1607.525,1.45,3170.561035,JzrD0EViGW,H1,Scattered_Light
1133275377.188,30.711,13.66,3412.29,1.8090000000000002,6780.090331999999,7ha0PR2NFl,H1,Scattered_Light
1134478442.188,34.175,13.65,2195.886,2.25,4358.918945,gN25KrhZHH,H1,Scattered_Light
1126748808.641,60.799,13.585,62.156000000000006,0.5,27.785729999999997,PXu6dxsGfg,H1,Power_Line
1133691207.125,31.943,13.568,958.529,1.75,1876.9621579999998,royy5wjPWB,H1,Scattered_Light
1134475723.438,21.894000000000002,13.530999999999999,1714.55,2.125,3400.1289060000004,waVjBanwbH,H1,Scattered_Light
1131387047.875,34.128,13.514000000000001,3520.173,3.5,7021.479492,nohlFLpjiT,H1,Scattered_Light
1129135655.766,60.799,13.475999999999999,638.6659999999999,0.727,1180.80542,RwRDtO1uHz,H1,Power_Line
1129637015.984,60.799,13.453,1402.003,0.75,2725.408691,Ne1xtM5edh,H1,Power_Line
1126914072.734,60.799,13.389000000000001,60.527,0.688,24.528191,gc2g0URX5j,H1,Power_Line
1129802343.544,2025.31,13.314,1752.136,0.157,3425.673828,j34emtOH9H,H1,Violin_Mode
1128322814.578,60.799,13.262,62.156000000000006,0.5,27.785729999999997,gxPXz0Pz3H,H1,Power_Line
1130893342.578,59.708,13.254000000000001,71.08,0.75,57.495892000000005,FdGViGol5H,H1,Power_Line
1132642847.324,645.911,13.238,4092.949,0.872,7715.066895,NFsjCeyDet,L1,Whistle
1131196901.297,59.708,13.15,61.445,0.625,38.22551,NE09lagp2o,H1,Power_Line
1129050343.203,60.799,13.04,62.156000000000006,0.563,27.785729999999997,zuM1OH89MV,H1,Power_Line
1128263590.172,60.799,13.020999999999999,57.674,0.75,36.74968,094t7wnWlZ,H1,Power_Line
1127095248.984,59.089,12.992,68.829,0.563,41.13155,zPgMtOKfbn,H1,Power_Line
1129236314.516,60.799,12.987,60.527,0.594,24.528191,coLlB8ImDg,H1,Power_Line
1129537632.703,60.799,12.952,64.347,0.813,50.095501,tCUTdzBiX3,H1,Power_Line
1128438162.703,60.799,12.919,68.829,0.563,41.13155,gcaU3TPTrj,H1,Power_Line
1127392405.391,60.799,12.917,60.527,0.688,24.528191,KIN2xStXOQ,H1,Power_Line
1126471146.547,59.089,12.884,60.527,0.625,24.528191,RxkEA4Wb93,H1,Power_Line
1130311484.641,59.708,12.859000000000002,66.508,0.813,28.09918,97HeD0I1RT,H1,Power_Line
1130541252.9689999,61.515,12.796,1326.259,0.875,2567.855225,kSRcMDRUBO,H1,Power_Line
1127250194.984,60.799,12.692,62.156000000000006,0.75,27.785729999999997,RFmitpyQAY,H1,Power_Line
1134477822.188,42.419,12.675,1922.033,2.438,3807.7448729999996,1YP8fNDTkY,H1,Scattered_Light
1135695597.938,28.599,12.634,3485.115,2.783,6959.265625,M3S5IBlLjM,L1,Scattered_Light
1127973462.797,60.799,12.525,330.858,0.625,565.189026,bcb4FqV9Hm,H1,Power_Line
1128755821.484,60.799,12.435,62.156000000000006,0.563,27.785729999999997,WF8r7E8dKQ,H1,Power_Line
1126891506.734,59.089,12.423,60.527,0.625,24.528191,0E8Tn4h7k9,H1,Power_Line
1127354958.359,59.089,12.405999999999999,68.829,0.688,41.13155,QLrjzTAynR,H1,Power_Line
1129642914.828,60.799,12.204,68.829,0.6559999999999999,41.13155,4b6mnCtIAJ,H1,Power_Line
1128781795.962,212.58,12.173,1191.015,2.6719999999999997,2236.44751,3P8pDsJRrh,H1,Scratchy
1135712534.375,32.246,12.163,3196.9790000000003,4.75,6379.546386999999,a3Ltoj52E2,H1,Scattered_Light
1130197498.266,59.708,12.023,1174.965,0.75,2265.26709,t2jYWExWp9,H1,Power_Line
1131323467.641,59.708,11.92,59.108999999999995,0.875,33.553909000000004,QoFH8ozDl8,H1,Power_Line
1132408133.813,64.915,11.845,63.479,0.75,9.53095,pefQXFue9V,L1,Power_Line
1133278475.313,30.169,11.787,883.932,1.4380000000000002,1721.1264649999998,dac0D6ni5R,H1,Scattered_Light
1129187435.641,60.799,11.767000000000001,68.829,0.563,41.13155,6pZ8rrtM4N,H1,Power_Line
1126922998.203,59.089,11.762,62.156000000000006,0.563,27.785729999999997,fYsBSWkRQP,H1,Power_Line
1127127592.953,60.799,11.668,1237.046,0.594,2377.56665,awbG7i7Q4G,H1,Power_Line
1131470876.375,30.180999999999997,11.65,3988.3940000000002,1.5,7924.177245999999,3JWyoyI9tX,L1,Scattered_Light
1127950637.422,60.799,11.642999999999999,60.527,0.625,24.528191,egJlBd8w7H,H1,Power_Line
1133281290.563,31.825,11.353,37.775999999999996,1.5,31.062659999999997,SZzITgX27A,H1,Scattered_Light
1126628763.766,60.799,11.343,60.527,0.5,24.528191,2FEncuZazC,H1,Power_Line
1126735302.891,59.089,11.324000000000002,418.98800000000006,0.594,759.377563,WKd3YNIEoi,H1,Power_Line
1130645451.938,29.113000000000003,11.244000000000002,2489.24,2.293,4948.067871,eZgxneLpzJ,L1,Scattered_Light
1129312751.766,60.799,10.984000000000002,64.615,0.563,22.86685,sCBpIJYDN8,H1,Power_Line
1134492891.688,21.128,10.565999999999999,2489.351,3.25,4948.288086,TG9m6CcUY4,H1,Scattered_Light
1134491494.625,31.943,10.457,3659.172,2.0,7285.489745999999,lFZuQBLtHq,H1,Scattered_Light
1130412430.2189999,116.663,10.440999999999999,1310.012,1.986,2427.962891,QyhMadl6L7,L1,Scratchy
1134475726.875,32.246,10.4,3350.315,1.75,6666.527832,ExzzIZuLP9,H1,Scattered_Light
1131638131.766,59.708,10.37,61.445,0.625,38.22551,IfIo5hADT1,H1,Power_Line
1132035688.125,32.552,10.362,2025.495,2.875,3998.537598,JAAmYFnikI,L1,Scattered_Light
1130142516.7189999,131.921,10.26,3361.8759999999997,5.183,6713.837401999999,ALQqXF5qte,L1,Scratchy
1129050560.213,211.99400000000003,10.058,220.544,0.25,179.820572,w5qTpICxSW,H1,Scratchy
1131712716.938,64.915,9.962,1036.627,0.75,1947.670532,JwwhSW4Csj,L1,Power_Line
1135322743.313,21.506999999999998,9.846,1102.74,1.25,2169.5778809999997,A8RSj7baJQ,H1,Scattered_Light
1128421852.801,134.965,9.609,188.354,0.094,235.663498,RcF5o0QHMr,L1,Helix
1133291694.188,30.711,9.599,2310.312,1.125,4568.17041,FxKvhgeXiI,H1,Scattered_Light
1130084776.438,64.915,9.585,187.43599999999998,1.0,254.55079700000002,PjewqDOx9e,L1,Power_Line
1128781931.7480001,190.77900000000002,9.526,196.793,0.375,219.80122400000002,8q9PHCt14O,H1,Scratchy
1134486069.563,21.506999999999998,9.507,3366.64,1.25,6704.308594,z8M2SAhCbD,H1,Scattered_Light
1129536483.4689999,65.52,9.502,570.297,0.938,1017.247864,RHMWU17enx,L1,Power_Line
1128421800.746,127.559,9.289,1700.193,0.17800000000000002,3274.39624,dxh96q83ml,L1,Helix
1130084437.6239998,261.193,9.245,242.612,1.113,237.808136,lfCKp3HgEx,H1,Scratchy
1127978553.763,183.495,9.177,2001.4620000000002,2.98,3824.133789,rHdJsLj6Wy,L1,Scratchy
1128781876.775,171.213,9.167,190.18200000000002,0.188,119.097008,da51ne4FwX,H1,Scratchy
1130796312.9689999,64.892,9.054,3819.926,0.75,7526.881348000001,xruDTXnSTO,H1,Power_Line
1130154088.747,206.40200000000002,9.03,492.97,1.145,686.174561,OSGPosrGvG,L1,Scratchy
1127240264.276,212.58,8.887,220.76,0.375,171.866852,IvMxZL9CMy,H1,Scratchy
1128870404.545,211.99400000000003,8.807,255.738,0.465,241.822327,0Z3nLItwEW,H1,Scratchy
1128869617.564,190.77900000000002,8.637,177.21200000000002,0.281,145.038391,auOgjzwSPK,H1,Scratchy
1131946470.4980001,114.57600000000001,8.434,127.48899999999999,2.516,124.965027,H6zff0qMJp,L1,Scratchy
1129307564.381,190.77900000000002,8.415,190.18200000000002,0.16399999999999998,119.097008,8DLA4df9oJ,H1,Scratchy
1128777019.528,212.58,8.398,226.128,0.217,161.131256,n9DF8AS6nR,H1,Scratchy
1127824964.449,225.34900000000002,8.318999999999999,233.02200000000002,2.359,287.254364,K7WeU9QRgs,L1,Scratchy
1129337510.17,123.75399999999999,8.302,119.186,0.42200000000000004,92.78877299999999,C6F5fOj303,L1,Scratchy
1130769269.8339999,211.477,8.286,242.612,0.625,237.808136,c2Z6YNfYxA,L1,Scratchy
1129749062.967,171.213,8.277999999999999,190.18200000000002,0.39299999999999996,119.097008,075BYxaRNt,L1,Scratchy
1129789565.128,99.06700000000001,8.232000000000001,116.915,0.59,97.330513,phgbcLP6QU,L1,Scratchy
1131558824.8439999,64.892,8.163,64.10600000000001,0.563,8.27755,UuMvU20h9h,L1,Power_Line
1129642705.639,137.89600000000002,8.113,123.04700000000001,0.691,160.601807,jR4dBJTsla,L1,Scratchy
1130299148.669,206.40200000000002,8.085,3712.812,1.7730000000000001,7178.208495999999,UloBcSZXKE,L1,Scratchy
1126557742.5939999,65.52,8.033,64.428,0.688,5.510280000000001,klWXu9y9la,L1,Power_Line
1130156004.775,163.105,7.979,4036.002,1.3130000000000002,7828.960448999999,AQpeRnhYvu,L1,Scratchy
1129380922.861,190.77900000000002,7.88,218.66400000000002,0.355,176.05957,qCrvE2iuOD,L1,Scratchy
